"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66"
"32","Trey Jemison","Clemson","ACC","30","20","86.7","16.9","49","47.95","13.6","14.2","3.3","26.9","4","11","0.364","24","47","0.511","0","2","0","3.7","1.4","22.4","So","7-0","55","0.0174467","85.9495","7.8","2020","65848","all","UAB","0.210484762355913","21","30","3","17","0.7","0.176470588235294","10","10","1","0","0","91.7883","1.01944","0","-1.80149","-3.89907","2.09759","-4.91103","8.3667","-6.21698","1.30595","0.9667","1","1.9667","0.1333","0.2","0.2333","1.7333","","0.477465"
"33","Olivier Sarr","Wake Forest","ACC","30","63.7","115.7","24.2","52.9","59.62","11.4","25.8","8","13.6","137","180","0.761","136","253","0.538","1","7","0.143","4.5","0.8","69.2","Jr","7-0","30","3.87408","127.799","4.7","2020","50374","all","Kentucky","0.595710729558946","86","130","50","123","0.661538461538462","0.40650406504065","41","45","0.911111111111111","0","0","96.3257","2.82996","0","4.93836","3.25391","1.68445","5.79298","26.7333","4.68349","1.10948","2.6667","6.3333","9","0.9333","0.4","1.1667","13.7333","","0.489163"
"34","Darius Perry","Louisville","ACC","31","48.5","98.7","17.7","48.1","49.51","0.4","8.1","23.8","23.2","12","16","0.75","33","84","0.393","28","72","0.389","0","1.6","10.3","Jr","6-2","2","0.987602","100.018","4.2","2020","51042","all","UCF","1.88101564806614","17","35","16","49","0.485714285714286","0.326530612244898","1","1","1","0","0","94.8382","2.18713","0","1.5551","1.02954","0.525552","0.471447","19.5484","-0.974078","1.44552","0.0645","1.4516","1.5161","2.5484","0.5161","0","5.2258","","7.05768"
"35","Robert Brown","New Mexico St.","WAC","5","1.8","97.7","16.2","25","50.85","0","12.7","0","18.3","4","4","1","1","4","0.25","0","0","0","0","3","100","So","6-9","25","0.149866","95.6241","9.5","2020","65851","all","Iona","0.5001500150015","0","0","1","4","0","0.25","0","0","0","0","0","95.4163","0.465272","0","-7.17196","-5.5904","-1.58156","-6.57761","6.3333","-8.20552","1.62791","0","0.8333","0.8333","0.1667","0.1667","0","1.6667","","0"
"36","Mike Nuga","Portland St.","BSky","27","45.9","106.1","22.6","51.5","53.46","3.3","12","9.6","16.9","29","40","0.725","54","99","0.545","42","128","0.328","0.4","1","17.6","Jr","6-2","1","1.20563","105.089","3.3","2019","68038","all","Kent St.","0.710507618220573","39","62","15","37","0.629032258064516","0.405405405405405","2","2","1","0","0","115.805","0.933661","0","-4.25351","0.188293","-4.4418","-2.1913","20.1333","1.27788","-3.46918","0.8","2","2.8","0.9","0.4333","0.0667","10.5333","","13.5652"
"37","Silas Adheke","Northern Kentucky","Horz","30","33","106.6","14.4","52.6","54.07","13.7","25.2","4.4","20.3","11","17","0.647","39","72","0.542","1","5","0.2","4","0.9","22.1","Jr","6-8","0","0.464245","95.4841","6.2","2020","67743","all","East Tennessee St.","0.428527887839073","37","63","3","10","0.587301587301587","0.3","8","9","0.888888888888889","0","0","94.3579","1.50962","0","-1.8875","-3.11797","1.23046","-2.39711","13.3438","-2.60237","0.20526","1.75","2.9688","4.7188","0.2812","0.3125","0.5","3.5625","","0.733019"
"38","Seventh Woods","North Carolina","ACC","34","25.3","83.8","19.3","44.6","48.11","1.2","8.1","28.2","38.2","18","28","0.643","27","64","0.422","4","10","0.4","1.3","4.3","37.8","Jr","6-2","0","0.0342426","88.3809","4.3","2019","49380","all","South Carolina","1.39213333333333","18","35","9","29","0.514285714285714","0.310344827586207","1","1","1","0","0","88.191","1.53164","0","0.679267","-2.48946","3.16873","0.970703","10.7353","-2.89531","3.86602","0.1176","0.8529","0.9706","2.0882","0.8824","0.1176","2.4706","","1.44261"
"39","Tomas Murphy","Northeastern","CAA","5","9","112.5","15.4","69.6","70.28","5.7","6.5","9.9","26.6","3","4","0.75","16","22","0.727","0","1","0","3.1","0.5","17.4","Jr","6-8","33","1.70075","105.935","3.4","2020","50205","all","Vermont","0.75","16","20","1","3","0.8","0.333333333333333","2","2","1","0","0","106.053","1.75811","0","-0.699613","-0.633801","-0.0658127","-0.856522","23.8","0.599331","-1.45585","1","1.2","2.2","1.2","0.2","0.6","7","","0.511861"
"40","Jordan Davis","Dayton","A10","33","79.6","100.2","16.9","50.2","52.64","0.6","9","10.2","15.7","47","67","0.701","57","111","0.514","54","164","0.329","1.2","1.8","24.4","So","6-2","4","1.17057","98.0498","1.7","2019","50275","all","Middle Tennessee","1.31919674203061","40","64","17","47","0.625","0.361702127659574","4","5","0.8","0","0","99.9075","3.26596","0","1.78871","0.976964","0.811749","0.927945","32.2121","-0.0407603","0.968706","0.1515","2.6364","2.7879","1.8788","0.9697","0.3333","9.7879","","9.27597"
"41","Makhi Mitchell","Maryland","B10","12","9","82.1","24.1","35.3","40.49","10.1","28.3","3.7","17.7","12","22","0.545","12","34","0.353","0","0","0","7.9","1.1","64.7","Fr","6-10","21","0.110585","88.7863","6.8","2020","71446","all","Rhode Island","0.250037498125094","9","24","3","10","0.375","0.3","0","1","0","0","0","85.125","1.35503","0","-3.65542","-6.50315","2.84773","-2.4231","9.25","-4.85502","2.43192","0.8333","2.4167","3.25","0.1667","0.1667","0.6667","3","","0"
"42","Monty Scott","Temple","Amer","29","46.1","89.6","20.9","44.4","47.58","1.7","10.5","12","16.3","36","52","0.692","54","111","0.486","22","85","0.259","0.2","2","26.5","Jr","6-5","2","0.586676","93.9335","3","2020","45828","all","Portland St.","0.914243102162565","31","59","23","52","0.525423728813559","0.442307692307692","0","0","0","0","0","96.1396","2.13037","0","-1.92885","-1.50015","-0.428707","-1.48636","19.931","-1.9591","0.472736","0.3103","1.9655","2.2759","1.1034","0.6897","0.0345","7.2414","","8.26587"
"43","Ryan Boyce","Memphis","Amer","5","2.6","85.4","11.5","50","43.48","3.5","5.8","5.4","14.4","1","4","0.25","1","2","0.5","1","3","0.333","3.2","0","80","Fr","6-6","12","-0.311124","71.756","8.5","2020","65927","all","Georgia St.","1","1","2","0","0","0.5","0","0","0","0","0","0","99.5657","0.63611","0","-1.55159","-2.29872","0.747124","-5.69605","6.6","-6.64019","0.944147","0.2","0.4","0.6","0.2","0","0.2","1.2","","5.03807"
"44","Cedrick Alley Jr.","Houston","Amer","23","16.4","93.4","10.2","39.4","38.76","5.3","8.2","5.1","11.5","4","12","0.333","7","14","0.5","4","19","0.211","1.8","1.5","36.4","So","6-6","23","-0.0752391","82.8831","4.1","2020","50679","all","UTSA","1.50028752156412","4","8","3","6","0.5","0.5","1","1","1","0","0","94.3443","1.01007","0","1.88074","0.234536","1.6462","-0.269924","8.8696","-2.0474","1.77747","0.4348","0.6522","1.087","0.2609","0.2174","0.1304","1.3043","","5.56319"
"45","Zach Naylor","Mississippi","SEC","19","6.7","98.8","12.4","50","54.05","9.7","13.1","9.3","31.9","2","2","1","3","5","0.6","2","7","0.286","1.2","1.3","16.7","Jr","6-8","1","0.0524608","90.6858","4.9","2019","66009","all","Tarleton St.","0.833438885370488","3","4","0","1","0.75","0","1","1","1","0","0","101.326","0.457265","0","0.488266","-0.111131","0.599397","-1.22563","4.6842","-1.88955","0.663923","0.3684","0.5263","0.8947","0.2632","0.1053","0.0526","0.7368","","4.60503"
"46","Flynn Cameron","DePaul","BE","11","5.1","94.7","19.6","54.8","52.41","1.7","10.4","9.7","17.7","2","6","0.333","7","12","0.583","3","9","0.333","0","2.6","28.6","So","6-3","21","0.270332","98.731","4.4","2020","68351","all","UC Riverside","0.6666","5","8","2","4","0.625","0.5","0","0","0","0","0","95.4786","0.643275","0","-1.82342","-0.686185","-1.13723","0.981785","6.5","-0.668953","1.65074","0.0833","1","1.0833","0.3333","0.3333","0","2.0833","","7.84993"
"47","Bobby Planutis","St. Bonaventure","A10","30","51.7","93.9","17.8","43.4","47.27","8.1","15.9","8.4","20.7","31","43","0.721","42","85","0.494","16","67","0.239","1.3","2.4","28.3","So","6-8","10","0.49832","92.2806","4.8","2020","51329","all","Fort Wayne","0.699992249864373","37","67","5","18","0.552238805970149","0.277777777777778","5","5","1","0","0","98.9089","2.04168","0","0.524877","-0.129392","0.654269","-0.978905","20.7097","-1.93822","0.959318","1.4194","2.8065","4.2258","0.9032","0.8065","0.1935","5.4194","","6.49123"
"48","Omar Habwe","Mount St. Mary's","NEC","28","39.8","94.9","21.3","49.7","51.14","5.8","15.1","10.7","20.4","21","34","0.618","32","68","0.471","29","84","0.345","1.4","1.4","22.4","Jr","6-6","13","0.45489","92.7805","4.4","2020","51205","all","Stony Brook","0.657138122462507","20","33","12","35","0.606060606060606","0.342857142857143","2","3","0.666666666666667","0","0","105.838","1.31483","0","-3.30403","-1.49899","-1.80504","-2.25509","17.8276","-1.04191","-1.21317","0.8966","2.2759","3.1724","0.7931","0.3793","0.2069","6.1034","","10.4209"
"49","Donovann Toatley","Chattanooga","SC","25","53.4","90.9","28.3","45.4","49.25","1.1","8.2","24.6","21.5","53","74","0.716","76","157","0.484","22","83","0.265","0.2","0.8","30.8","Fr","5-9","5","0.966973","98.7147","4.1","2019","65554","all","Monmouth","1.1884105019681","30","60","46","97","0.5","0.474226804123711","0","0","0","0","0","112.285","1.47529","0","-5.9086","-2.31175","-3.59686","-5.60862","24.8929","-2.3746","-3.23403","0.2143","1.8214","2.0357","2.9286","0.3929","0.0357","11.1786","","7.76372"
"50","Cameron Bowles","Chicago St.","WAC","26","67.2","78.4","18.4","40.5","45.65","3.1","12.5","6.4","23.2","57","85","0.671","74","170","0.435","3","24","0.125","1.6","0.9","43.8","So","6-7","21","-1.11343","77.1076","3.9","2019","52260","all","North Carolina Central","0.405794749015948","50","94","24","76","0.531914893617021","0.315789473684211","9","12","0.75","0","0","120.895","0.921182","0","-8.49891","-5.37358","-3.12532","-8.56479","31.4286","-5.34096","-3.22384","0.8929","3.3571","4.25","1","0.5357","0.5714","8.7143","","1.68206"
"51","Randy Miller, Jr.","North Carolina Central","MEAC","7","18","89.5","27.5","44.4","53.59","1.8","6.7","7.2","25.9","32","37","0.865","11","36","0.306","14","36","0.389","0.6","1.7","51.4","Sr","6-2","11","1.30636","98.1962","2.1","2020","45477","all","Indiana St.","0.28","8","20","3","16","0.4","0.1875","0","0","0","0","0","100.842","2.69285","0","-7.78292","-4.46177","-3.32115","-3.13599","29.5","-0.757287","-2.3787","0.375","2","2.375","0.875","0.875","0.125","14.25","","10.2417"
"52","Darius McNeill","California","P12","31","81.3","98.4","17.6","49.7","51.22","0.8","4.8","5.4","11.2","32","46","0.696","56","123","0.455","66","189","0.349","0.2","2.7","14.7","So","6-3","1","1.13297","97.5003","2.7","2019","50351","all","SMU","0.764679066374909","41","67","15","56","0.611940298507463","0.267857142857143","3","3","1","0","0","112.051","1.96398","0","-0.738464","1.14908","-1.88754","-1.67514","32.6452","-0.717471","-0.957672","0.2258","1.1935","1.4194","0.8387","1.4839","0.0645","11.0323","","10.9389"
"53","Richardson Maitre","Florida Atlantic","CUSA","29","66.6","111.2","18.9","55.8","58.65","1.8","16.5","17.5","17.6","46","60","0.767","57","114","0.5","45","109","0.413","0.4","2.5","26.9","Jr","6-3","23","2.21715","109.342","1.6","2020","67739","all","Samford","1.50972518509223","28","44","29","70","0.636363636363636","0.414285714285714","0","0","0","0","0","98.7832","2.63805","0","3.27292","1.9764","1.29652","3.88943","26.2812","2.35858","1.53085","0.4062","3.7188","4.125","2.4062","1.1875","0.0938","9.7188","","8.04741"
"54","Kodye Pugh","Stanford","P12","21","10.6","93.9","19.8","56.1","56.95","7","9","13.1","29.7","6","10","0.6","14","24","0.583","3","9","0.333","0","0.8","30.3","So","6-8","5","0.1761","95.5801","2.4","2019","47514","all","Loyola Marymount","0.64286785660717","9","16","5","8","0.5625","0.625","3","4","0.75","0","0","103.397","0.565062","0","-3.39107","-2.33599","-1.05507","-1.31374","6.2857","-1.1303","-0.183446","0.381","0.5238","0.9048","0.4286","0.0952","0","2.0476","","3.78951"
"55","Malik Ondigo","Texas Tech","B12","18","6.9","80.1","19.1","39.1","42.16","14.7","10.7","0","26.5","5","9","0.556","9","18","0.5","0","5","0","3.6","0","39.1","So","6-10","10","-0.139924","80.6108","5.7","2019","50981","all","Rice","0","8","8","1","10","1","0.1","3","3","1","0","0","92.5847","0.753492","0","-6.58821","-5.0672","-1.52101","-5.90854","5.8889","-6.05095","0.142415","0.6667","0.5556","1.2222","0","0","0.1667","1.2778","","2.82193"
"56","Justin Brown","Chattanooga","SC","19","9.2","82","12.5","40","42.02","8.3","14.5","5.9","28.6","3","6","0.5","6","15","0.4","0","0","0","6.8","3.1","40","So","6-10","25","-0.282455","71.7745","4.6","2020","66189","all","Wagner","1","6","11","0","4","0.545454545454545","0","3","3","1","0","0","96.4407","0.643344","0","1.43218","-3.70069","5.13288","-0.7301","6.619","-3.73426","3.00416","0.5714","1.0952","1.6667","0.3333","0.2857","0.381","1.5238","","0"
"57","Tyrik Dixon","Missouri St.","MVC","18","37.3","88.7","19","40.6","43.54","1.7","14.6","22.9","24.3","20","30","0.667","29","74","0.392","15","53","0.283","1.4","2.6","23.6","Jr","6-1","0","0.160345","87.0248","4.2","2020","47006","all","Coastal Carolina","1.58969862002123","9","24","20","50","0.375","0.4","0","0","0","0","0","97.0075","2.88873","0","0.355105","-1.19933","1.55444","-1.35177","27.4444","-3.14489","1.79312","0.3889","3.3889","3.7778","3.4444","1.2222","0.3333","6.8333","","6.26995"
"58","Drew Buggs","Hawaii","BW","29","86.8","91.5","20.8","40.5","43.21","2.9","12.9","30.5","21.3","36","50","0.72","79","191","0.414","26","100","0.26","0.4","1.5","17.2","Jr","6-3","1","0.637485","90.6335","2.7","2020","45642","all","Missouri","1.95123111257454","48","84","31","107","0.571428571428571","0.289719626168224","0","0","0","0","0","100.541","3.22815","0","-1.33698","-1.89712","0.560131","-2.27474","34.8333","-2.37525","0.100509","0.8667","3.6333","4.5","5.3333","0.9333","0.1667","9.3667","","5.73886"
"59","Chase Audige","William & Mary","CAA","30","72.2","103.3","18.5","55.1","56.78","4.4","11.6","14.7","20.3","40","60","0.667","66","122","0.541","39","104","0.375","2.1","2.9","26.5","Fr","6-4","15","1.06145","98.0436","4","2019","65704","all","Northwestern","1.3158209604612","59","101","7","21","0.584158415841584","0.333333333333333","19","19","1","0","0","105.922","2.36009","0","0.289419","0.0387222","0.250696","-0.776171","29.2903","-1.13518","0.359008","1.0968","2.9677","4.0645","2.4194","1.4194","0.5484","9.5806","","6.83023"
"60","Grant Sherfield","Wichita St.","Amer","30","60.4","94.2","20.3","40.9","47.14","1.4","11.9","22.4","20.7","67","90","0.744","52","136","0.382","24","79","0.304","0.4","1.9","41.9","Fr","6-2","52","1.14009","98.505","2.3","2020","71825","all","Nevada","1.55354368671988","32","62","20","74","0.516129032258065","0.27027027027027","2","2","1","0","0","90.9743","3.1496","0","1.22957","-0.599167","1.82874","1.50582","25.1667","-0.710864","2.21669","0.3333","2.6667","3","2.9","0.8333","0.1","8.1","","5.92128"
"61","Hidde Roessink","Oklahoma St.","B12","20","10.9","52.3","15.7","24.1","22.94","8.3","12.8","2.6","24.2","2","12","0.167","5","16","0.313","1","11","0.091","0.9","1.3","44.4","Fr","6-10","35","-0.793004","52.4588","3.5","2020","70435","all","UMKC","0.222222222222222","4","9","1","7","0.444444444444444","0.142857142857143","2","3","0.666666666666667","0","0","94.7655","0.785608","0","-6.58986","-5.79832","-0.791544","-5.79715","6.95","-5.23375","-0.563404","0.5","0.8","1.3","0.1","0.15","0.05","0.75","","4.62324"
"62","Chaundee Brown Jr.","Wake Forest","ACC","23","51.3","108.9","21.3","50.2","55.67","6.7","18.7","10.9","14.7","64","77","0.831","79","156","0.506","19","58","0.328","0.5","1","36","Jr","6-5","23","2.88373","115.412","3","2020","50373","all","Michigan","0.888895987733197","40","68","39","88","0.588235294117647","0.443181818181818","0","0","0","0","0","101.228","2.50418","0","3.27192","3.27735","-0.00542808","2.9138","28.087","3.17776","-0.263961","1.6522","4.8261","6.4783","1.3913","0.5217","0.1304","12.1304","","5.03275"
"63","Wyatt Lowell","Utah Valley","WAC","33","39.8","101.9","14.9","57.6","58.2","2.7","15.5","5.6","21.7","7","10","0.7","17","30","0.567","39","101","0.386","1.2","1.6","7.6","Fr","6-10","25","0.315496","93.1733","4.8","2019","66638","all","BYU","0.548379812577622","7","11","10","19","0.636363636363636","0.526315789473684","2","2","1","0","0","101.897","1.51527","0","0.362438","-0.0477272","0.410165","0.389655","15.6571","-0.631052","1.02071","0.3429","2.3429","2.6857","0.4857","0.4286","0.1714","4.7429","","11.102"
"64","Fardaws Aimaq","Mercer","SC","27","35.1","92.6","22.8","51.3","50.06","17.7","22.8","3.6","23.1","19","46","0.413","57","113","0.504","1","1","1","6.1","0.7","40.4","Fr","6-11","11","0.375163","94.6286","6.7","2019","66686","all","Utah Valley","0.175016312622345","51","102","6","11","0.5","0.545454545454545","2","3","0.666666666666667","0","0","103.014","1.36984","0","-4.45408","-4.22644","-0.227648","-5.43303","14.8621","-3.81345","-1.61958","2.2414","3.0345","5.2759","0.2414","0.2069","0.7586","5.0345","","0.148539"
"65","K.J. Davis","East Carolina","Amer","29","62.8","87.3","17.1","40.7","42.15","2.8","14.7","7.6","12.7","19","29","0.655","34","93","0.366","44","153","0.288","4","1.9","11.8","So","6-5","2","-0.152339","85.8217","4.2","2019","50858","all","Samford","1","14","28","20","65","0.5","0.307692307692308","2","2","1","0","0","104.11","2.38409","0","-0.824551","-1.6001","0.775547","-1.95204","27.1724","-2.04914","0.0970979","0.6897","3.4138","4.1034","1.0345","0.8966","0.9655","7.5517","","10.9413"
"66","Teyvion Kirk","Ohio","MAC","30","75.8","78.3","31.9","42.9","44.63","5.3","15.1","18","25.3","75","144","0.521","157","356","0.441","10","45","0.222","0.6","2.3","35.9","So","6-4","4","0.184143","89.2085","3.6","2019","51317","all","Illinois Chicago","0.554735937005023","114","204","44","153","0.558823529411765","0.287581699346405","3","3","1","0","0","99.9485","3.10484","0","-5.46183","-5.58798","0.12615","-5.4062","30.4516","-4.61406","-0.792133","1.5161","4.0323","5.5484","2.4516","1.3226","0.1613","14.0645","","2.73796"
"67","Jared Bynum","Saint Joseph's","A10","33","91.1","103.2","19.2","47.4","51.54","1.4","10","24.6","15.8","87","126","0.69","91","201","0.453","35","102","0.343","0.5","2.1","41.6","Fr","5-10","3","2.19798","104.842","1.7","2019","66190","all","Providence","2.3332984128647","66","127","22","68","0.519685039370079","0.323529411764706","0","0","0","0","0","107.758","2.74382","0","0.298835","1.05011","-0.751271","-0.735694","36.5758","-0.41581","-0.319883","0.4545","3.1818","3.6364","4.4545","1.3333","0.1515","11.3333","","4.93028"
"68","Jalon Pipkins","Loyola Chicago","MVC","29","30.5","91.4","16","47.1","50.62","1.8","6.4","5.5","16.8","20","29","0.69","22","45","0.489","12","40","0.3","0.4","1.6","34.1","So","6-4","50","0.0438751","86.3108","1.6","2020","51460","all","Fort Wayne","0.647079583553909","17","29","5","16","0.586206896551724","0.3125","5","6","0.833333333333333","0","0","99.5386","1.25786","0","-3.48857","-2.33027","-1.1583","-2.38993","13.0333","-2.0629","-0.327028","0.1667","0.6333","0.8","0.3667","0.3333","0.0333","3.3667","","6.34437"
"69","Victor Bailey Jr.","Oregon","P12","37","46.3","109.3","19.5","51.8","55.65","2.6","9.5","9.7","14.2","41","45","0.911","45","105","0.429","47","118","0.398","0","2.1","20.2","So","6-4","10","1.55415","111.023","2.3","2019","51881","all","Tennessee","1.0624349635796","25","51","20","54","0.490196078431373","0.37037037037037","6","8","0.75","0","0","95.6311","2.23102","0","1.66154","1.51328","0.148263","3.38774","19.1351","2.08181","1.30593","0.4054","1.5676","1.973","0.9189","0.6486","0","7.3514","","10.2105"
"70","Patrick Tape","Columbia","Ivy","25","54.4","112.9","23.8","67.1","67.68","9.2","20.1","13.9","22.5","47","70","0.671","120","180","0.667","1","1","1","6.7","2.6","38.7","Jr","6-10","3","2.44871","118.662","5.4","2019","45926","all","Duke","0.709081983308787","104","144","16","36","0.722222222222222","0.444444444444444","17","18","0.944444444444444","0","0","100.255","2.29173","0","5.46104","1.34877","4.11227","4.35294","22.7407","2.16267","2.19027","1.8889","4","5.8889","1.4444","1","1.2963","11.2593","","0.0990542"
"71","Asbjorn Midtgaard","Wichita St.","Amer","24","15.1","90.7","14.4","48.4","45.51","11.8","16.7","7.9","22.8","6","18","0.333","15","31","0.484","0","0","0","7.2","0.6","58.1","Jr","7-0","33","0.0159255","85.9299","5.3","2020","50723","all","Grand Canyon","0.727252891119354","12","21","3","10","0.571428571428571","0.3","5","5","1","0","0","88.2305","1.05773","0","2.62081","-2.7697","5.39051","0.0247678","7.875","-3.21719","3.24196","0.875","1.1667","2.0417","0.3333","0.0833","0.5","1.5","","0"
"72","Javon Freeman-Liberty","Valparaiso","MVC","32","78.3","101.9","31","48.1","52.21","4.5","17.2","21.7","14.6","123","164","0.75","173","339","0.51","49","173","0.283","0.9","3.8","32","So","6-3","0","3.60635","116.616","3.2","2020","66031","all","DePaul","1.24703004891684","117","186","56","153","0.629032258064516","0.366013071895425","16","18","0.888888888888889","0","0","97.293","3.46486","0","3.79591","3.11572","0.680198","4.14939","33.2727","3.07781","1.07159","1.303","4.7576","6.0606","3.2121","2.1818","0.2727","19.0303","","9.24284"
"73","Marcus Mitchell","Mississippi Valley St.","SWAC","17","17","77.6","20.5","41.4","43.77","4.6","17.7","7.4","23.5","14","27","0.519","21","48","0.438","2","10","0.2","4","2.7","46.6","Jr","6-7","11","-0.422085","77.7043","5.3","2019","67544","all","Middle Tennessee","0.368416066691929","11","19","10","29","0.578947368421053","0.344827586206897","1","2","0.5","0","0","106.578","0.990094","0","-5.97094","-6.43885","0.46791","-6.09527","12.1111","-5.7331","-0.362165","0.6111","1.9444","2.5556","0.3889","0.5556","0.5556","3.8333","","2.68526"
"74","Jamarius Burton","Wichita St.","Amer","30","65","101.2","22.5","48.6","51.54","5.2","8.8","26.3","20.4","59","90","0.656","89","194","0.459","24","63","0.381","0.6","1.7","35","So","6-4","2","2.22339","109.182","2.5","2020","65668","all","Texas Tech","1.54545454545455","43","82","46","112","0.524390243902439","0.410714285714286","3","3","1","0","0","92.3743","3.26099","0","3.3639","1.65119","1.71271","3.52964","27.1","1.98336","1.54629","1.3333","2.1333","3.4667","3.4","0.8","0.1333","10.3","","4.38786"
"75","Reggie Gardner Jr.","North Carolina Central","MEAC","31","42.2","90.4","20.1","42.8","44.9","2.3","4","13.8","19.7","21","32","0.656","23","56","0.411","34","117","0.291","0.6","0.9","18.5","So","6-2","5","-0.0411348","86.7555","3","2019","52221","all","Delaware","1.18419452887538","16","28","7","28","0.571428571428571","0.25","3","3","1","0","0","114.935","0.832292","0","-5.46071","-1.79974","-3.66097","-4.8197","17.1818","-2.41495","-2.40475","0.3636","0.5758","0.9394","1.3636","0.303","0.0909","5.7879","","13.289"
"76","Tavian Percy","New Mexico","MWC","22","18.4","117.4","7.3","62.1","62.15","0","7.5","8.4","15.9","3","5","0.6","9","15","0.6","6","14","0.429","0.5","0.7","17.2","So","6-6","4","0.366753","95.1937","2.5","2020","65571","all","Weber St.","2.79990800367985","5","6","4","9","0.833333333333333","0.444444444444444","3","3","1","0","0","107.62","0.734084","0","-2.38451","-0.963524","-1.42099","-3.10235","10.5217","-1.9595","-1.14285","0","0.6957","0.6957","0.6087","0.1739","0.0435","1.6957","","3.24872"
"77","Damari Parris","Eastern Michigan","MAC","18","18.8","88.9","19","36.7","38.15","2.2","5.5","24.5","18.1","4","6","0.667","13","31","0.419","7","33","0.212","0","2.6","9.4","Jr","6-1","23","0.0676761","89.1065","2.3","2019","47423","all","Prairie View A&M","1.89467285587975","2","6","11","25","0.333333333333333","0.44","0","0","0","0","0","104.267","1.03439","0","-4.09743","-1.78997","-2.30747","-2.1163","13.8095","-1.80702","-0.309278","0.3333","0.8095","1.1429","1.7143","0.619","0","3.5238","","9.41431"
"78","Richard Harward","Utah Valley","WAC","27","30.1","130.2","21.1","65.2","65.88","13.9","25.2","7","9.5","51","79","0.646","73","112","0.652","0","0","0","4.7","0.6","70.5","So","6-11","55","2.19958","130.569","4.7","2019","51655","all","BYU","0.875113286206272","64","86","9","26","0.744186046511628","0.346153846153846","13","14","0.928571428571429","0","0","98.5799","1.55777","0","3.68104","2.46541","1.21563","5.24041","14.2414","3.8751","1.36531","1.6207","3.3103","4.931","0.4828","0.1379","0.6207","6.931","","0"
"79","Alex Rivera","UMass Lowell","AE","28","58.1","104.4","18","52.1","53.89","2.8","11.4","11","14.7","30","44","0.682","34","59","0.576","51","153","0.333","0.5","1.6","20.8","Fr","6-1","3","0.974767","98.7468","3.6","2019","66599","all","LIU Brooklyn","1.20515384615385","17","28","17","31","0.607142857142857","0.548387096774194","0","0","0","0","0","113.823","1.35016","0","-1.89431","0.943628","-2.83794","-2.52772","24.9333","-0.47476","-2.05296","0.8","2.6333","3.4333","1.5667","0.8","0.1667","9.2333","","12.2567"
"80","Russell Barlow","TCU","B12","4","1","0","0","0","0","0","0","13.3","0","0","0","0","0","0","0","0","0","0","0","0","0","So","6-10","34","-1.04455","-7.28131","12.3","2020","65664","all","Cal Baptist","0",NA,NA,NA,NA,"0","0",NA,NA,"0","0","0","108.808","0.209005","0","-8.16028","-3.82282","-4.33746","-7.63244","4.2","-10.9497","3.31728","0.2","0","0.2","0.2","0","0","0","","0"
"81","Sam Green","Drexel","CAA","31","43.3","98","15.8","51.7","51.94","5.7","10.1","7","19.4","7","13","0.538","19","48","0.396","37","96","0.385","0.7","1.2","9","Sr","6-6","4","0.351246","91.0076","2.5","2020","49025","all","Howard","0.733333333333333","14","22","5","26","0.636363636363636","0.192307692307692","0","0","0","0","0","108.033","1.19683","0","-2.73969","-0.689719","-2.04998","-2.4231","18","-0.442818","-1.98029","0.9062","1.5","2.4062","0.6875","0.3438","0.125","5.1562","","10.1732"
"82","Carlos Hines","Northern Arizona","BSky","30","69","93.3","28.7","44.4","48.38","1.7","8.8","28.9","20.3","75","103","0.728","79","179","0.441","51","171","0.298","0.4","2.9","29.4","So","6-4","4","1.10483","98.6317","3.6","2019","50457","all","Northern Kentucky","1.35229945794839","49","107","30","72","0.457943925233645","0.416666666666667","3","6","0.5","0","0","112.518","1.6751","0","-3.40311","-0.455495","-2.94762","-3.00455","28.7333","-0.837351","-2.1672","0.4333","2.1","2.5333","3.9667","1.4333","0.1","12.8667","","11.2802"
"83","Casdon Jardine","Utah Valley","WAC","26","65.3","108","16.6","55.9","58.1","4.4","15.2","3.2","13","30","38","0.789","36","75","0.48","52","129","0.403","1","1","18.6","Jr","6-7","22","1.38315","100.037","4.3","2020","51394","all","Hawaii","0.468733007069059","23","41","13","34","0.560975609756098","0.382352941176471","1","1","1","0","0","105.548","2.05116","0","-1.67776","0.228407","-1.90616","-1.14367","27.2069","-0.0825783","-1.06109","1.1379","3.6552","4.7931","0.5172","0.5517","0.2759","10.069","","10.3065"
"84","Reggie Chaney","Arkansas","SEC","29","32.5","110.3","15.8","67.1","64.8","10.7","15.9","8.9","24.2","20","38","0.526","49","73","0.671","0","0","0","4.1","2.5","52.1","So","6-8","35","1.07243","106.895","6.4","2020","66513","all","Houston","0.6552","46","61","3","12","0.754098360655738","0.25","14","16","0.875","0","0","89.3229","1.89164","0","4.64675","0.827181","3.81957","2.84089","14.5862","-0.0733157","2.91421","1.3448","2","3.3448","0.6552","0.6552","0.5517","4.069","","0"
